ANNEE;EDITION RENCONTRES TRANS MUSICALES ;ARTISTES;NOM SPECTACLE OU SOIREE;1ER PROJET ATM;1ERE DATE;1ERE SALLE;1ERE VILLE;2EME PROJET;2EME DATE;2EME SALLE;2EME VILLE;3EME PROJET;3EME DATE;3EME SALLE;3EME VILLE;4EME PROJET;4EME DATE;4EME SALLE;4EME VILLE;5EME PROJET;5EME DATE;5EME SALLE;5EME VILLE;ORIGINES PAYS 1;ORIGINES PAYS 2;ORIGINES PAYS 3;ORIGINES PAYS 4;ORIGINES VILLE 1;ORIGINES VILLE 2;ORIGINES VILLE 3;ORIGINES VILLE 4;ANNEE  DE FORMATION;1ère SORTIE DISCOGRAPHIQUE;;;;;;
2001;23èmes Rencontres Trans Musicales de Rennes;PrÈsident Chirac;;;28/11/2001;Village;Rennes;;;;;;;;;;;;;;;;;France;;;;;;;;;;;;;;;
2001;23èmes Rencontres Trans Musicales de Rennes;Programme;;;01/12/2001;La CitÈ;Rennes;;;;;;;;;;;;;;;;;France;;;;Toulouse;;;;;1997;;;;;;
2001;23èmes Rencontres Trans Musicales de Rennes;Psyco On Da Bus;;;29/11/2001;LibertÈ Haut;Rennes;;;;;;;;;;;;;;;;;France;;;;NigÈria;;;;;;;;;;;
2001;23èmes Rencontres Trans Musicales de Rennes;Röyksopp;;;29/11/2001;LibertÈ Haut;Rennes;;;;;;;;;;;;;;;;;Norvège;;;;;;;;;1998;;;;;;
2001;23èmes Rencontres Trans Musicales de Rennes;Russell Gunn & Ethnomusicology;;;01/12/2001;LibertÈ Haut;Rennes;;;;;;;;;;;;;;;;;Etats-Unis ;;;;Atlanta;;;;;;;;;;;
2001;23èmes Rencontres Trans Musicales de Rennes;Shalark;;;29/11/2001;LibertÈ Haut;Rennes;;;;;;;;;;;;;;;;;France;;;;;;;;;;;;;;;
2001;23èmes Rencontres Trans Musicales de Rennes;Sheik Omar Sanogo Group;;;29/11/2001;LibertÈ Haut;Rennes;;;;;;;;;;;;;;;;;France;Italie;;;;;;;;;;;;;;
2001;23èmes Rencontres Trans Musicales de Rennes;Slovo;;;30/11/2001;LibertÈ Haut;Rennes;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;;2001;;;;;;
2001;23èmes Rencontres Trans Musicales de Rennes;Sondre Lerche;;;01/12/2001;Antipode;Rennes;;;;;;;;;;;;;;;;;Norvège;;;;;;;;;2001;;;;;;
2001;23èmes Rencontres Trans Musicales de Rennes;Soul Jazz DJ's;;;29/11/2001;LibertÈ Bas;Rennes;;;;;;;;;;;;;;;;;Royaume-Uni;;;;;;;;;;;;;;;
2001;23èmes Rencontres Trans Musicales de Rennes;Soul Of Man;;;01/12/2001;LibertÈ Bas;Rennes;;;;;;;;;;;;;;;;;Royaume-Uni;;;;;;;;;;;;;;;
2001;23èmes Rencontres Trans Musicales de Rennes;Stanton Warriors;;;01/12/2001;LibertÈ Bas;Rennes;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Bristol;;;;;;;;;;;
2001;23èmes Rencontres Trans Musicales de Rennes;Techno Animal;;;01/12/2001;LibertÈ Haut;Rennes;;;;;;;;;;;;;;;;;Royaume-Uni;;;;;;;;;1991;;;;;;
2001;23èmes Rencontres Trans Musicales de Rennes;The Bays;;;30/11/2001;LibertÈ Haut;Rennes;;;;;;;;;;;;;;;;;Royaume-Uni;;;;;;;;;1999;;;;;;
2001;23èmes Rencontres Trans Musicales de Rennes;The Dirtbombs;;;01/12/2001;La CitÈ;Rennes;;;;;;;;;;;;;;;;;Etats-Unis ;;;;Detroit;;;;;1992;;;;;;
2001;23èmes Rencontres Trans Musicales de Rennes;The Strut Players DJ's;;;30/11/2001;LibertÈ Bas;Rennes;;;;;;;;;;;;;;;;;Royaume-Uni;;;;;;;;;1999;;;;;;
2001;23èmes Rencontres Trans Musicales de Rennes;Tinariwen;;;28/11/2001;La CitÈ;Rennes;;;;;;;;;;;;;;;;;Mali;;;;;;;;;1982;;;;;;
2001;23èmes Rencontres Trans Musicales de Rennes;Ugly Duckling;;;29/11/2001;LibertÈ Bas;Rennes;;;;;;;;;;;;;;;;;Etats-Unis ;;;;Long Beach;;;;;1993;;;;;;
2001;23èmes Rencontres Trans Musicales de Rennes;US3;;;29/11/2001;LibertÈ Bas;Rennes;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;;1993;;;;;;
2001;23èmes Rencontres Trans Musicales de Rennes;Wagner Pa;;;28/11/2001;La CitÈ;Rennes;;;;;;;;;;;;;;;;;BrÈsil;Espagne;;;Barcelone;;;;;;;;;;;
2001;23èmes Rencontres Trans Musicales de Rennes;Zero 7;;;30/11/2001;LibertÈ Bas;Rennes;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;;1999;;;;;;
2001;23èmes Rencontres Trans Musicales de Rennes;Zero DB;;;29/11/2001;LibertÈ Haut;Rennes;;;;;;;;;;;;;;;;;Norvège;Royaume-Uni;;;Londres;;;;;;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;… And You'll Know Us By The Trail Of Dead;;;02/12/2000;La CitÈ;Rennes;;;;;;;;;;;;;;;;;Etats-Unis ;;;;Austin;;;;;1994;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Aïwa;;;01/12/2000;Village;Rennes;;;;;;;;;;;;;;;;;France ;;;;Rennes;;;;;1998;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Amon Tobin;;;02/12/2000;LibertÈ Bas;Rennes;;;;;;;;;;;;;;;;;BrÈsil;;;;;;;;;1994;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Anti Pop Consortium;;;02/12/2000;LibertÈ Bas;Rennes;;;;;;;;;;;;;;;;;Etats-Unis ;;;;New-York;;;;;1997;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;At The Drive In;;;01/12/2000;LibertÈ Bas;Rennes;;;;;;;;;;;;;;;;;Etats-Unis ;;;;El Paso;;;;;1993;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;AtomTM;;;02/12/2000;LibertÈ Bas;Rennes;;;;;;;;;;;;;;;;;Allemagne;;;;;;;;;;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Avril;;Quartiers en Trans;30/11/2000;Villejean;Rennes;;;;;;;;;;;;;;;;;France;;;;Paris;;;;;;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;B3;;Danse Hip-Hop;01/12/2000;Le Triangle;Rennes;;;;;;;;;;;;;;;;;France;;;;Saint-Brieuc;;;;;1996;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Azaxx;;;29/11/2000;Village;Rennes;;;;;;;;;;;;;;;;;France ;;;;Rennes;;;;;;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Benjamin Diamond Electro Band;;;01/12/2000;La CitÈ;Rennes;;;;;;;;;;;;;;;;;France;;;;Paris;;;;;;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Bertrand Burgalat;;;02/12/2000;La CitÈ;Rennes;;;;;;;;;;;;;;;;;France;;;;Paris;;;;;;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Bobby Hardcore Liberace & Lee Hands Perrins;;;02/12/2000;La CitÈ;Rennes;;;;;;;;;;;;;;;;;France;;;;Paris;;;;;1999;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Bumcello;;;29/11/2000;La CitÈ;Rennes;;;;;;;;;;;;;;;;;France;;;;Paris;;;;;1999;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Chateau Flight (feat. Gilb'r & I:Cube);;Quartiers en Trans;30/11/2000;Villejean;Rennes;;;;;;;;;;;;;;;;;France;;;;Paris;;;;;1995;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;ChorÈam;;Danse Hip-Hop;01/12/2000;Le Triangle;Rennes;Danse Hip-Hop;02/12/2000;Le Triangle;Rennes;;;;;;;;;;;;;France;;;;Montreuil;;;;;1993;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Computer Jockeys;;;02/12/2000;LibertÈ Bas;Rennes;;;;;;;;;;;;;;;;;Allemagne;;;;;;;;;1996;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Cosmogol & Barbatrax;;;29/11/2000;La CitÈ;Rennes;;;;;;;;;;;;;;;;;France ;;;;Rennes;;;;;;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Cousteau;;;01/12/2000;La CitÈ;Rennes;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;;1998;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;David Holmes;;;02/12/2000;LibertÈ Bas;Rennes;;;;;;;;;;;;;;;;;Royaume-Uni;;;;;;;;;1993;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;De La Soul;;;01/12/2000;LibertÈ Bas;Rennes;;;;;;;;;;;;;;;;;Etats-Unis ;;;;New-York;;;;;1987;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Dj Assault;;;02/12/2000;LibertÈ Bas;Rennes;;;;;;;;;;;;;;;;;Etats-Unis ;;;;Detroit;;;;;1982;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;DJ Big Buddha;;;01/12/2000;Antipode;Rennes;;;;;;;;;;;;;;;;;France;;;;Marseille;;;;;;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;DJ Marrrtin & DJ Junkaz Lou;;;30/11/2000;LibertÈ Bas;Rennes;;;;;;;;;;;;;;;;;France ;;;;Rennes;;;;;1998;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;DJ Master H;;Quartiers en Trans;30/11/2000;Villejean;Rennes;;;;;;;;;;;;;;;;;France;;;;Paris;;;;;;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;DJ Me DJ You;;;02/12/2000;LibertÈ Bas;Rennes;;;;;;;;;;;;;;;;;Etats-Unis ;;;;Los Angeles;;;;;;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;DJ Morpheus;;;01/12/2000;LibertÈ Haut;Rennes;;;;;;;;;;;;;;;;;Belgique;;;;;;;;;1994;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;DJ Patrick Pulsinger;;;02/12/2000;Antipode;Rennes;;;;;;;;;;;;;;;;;Autriche;;;;;;;;;1992;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;DJ Recloose;;;02/12/2000;LibertÈ Bas;Rennes;;;;;;;;;;;;;;;;;Etats-Unis ;;;;Detroit;;;;;;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Dubitators & GSM;;;02/12/2000;Village;Rennes;;;;;;;;;;;;;;;;;France ;;;;Rennes;;;;;;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Dupain;;;29/11/2000;La CitÈ;Rennes;;;;;;;;;;;;;;;;;France;;;;Marseille;;;;;1996;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Ethadam;;Danse Hip-Hop;02/12/2000;Le Triangle;Rennes;;;;;;;;;;;;;;;;;France;;;;Paris;;;;;1998;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Françoiz Breut;;CrÈation;29/11/2000;Aire Libre;Saint-Jacques-de-la-Lande;CrÈation;30/11/2000;Aire Libre ;Saint-Jacques-de-la-Lande;CrÈation;01/12/2000;Aire Libre ;Saint-Jacques-de-la-Lande;CrÈation;02/12/2000;Aire Libre ;Saint-Jacques-de-la-Lande;;;;;France;;;;Cherbourg;;;;;1993;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Funkage;;;01/12/2000;Village;Rennes;;;;;;;;;;;;;;;;;France ;;;;Rennes;;;;;;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;GÈnÈral Alcazar;;;29/11/2000;La CitÈ;Rennes;;;;;;;;;;;;;;;;;France;;;;Sète;;;;;;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Goldfrapp;;;01/12/2000;La CitÈ;Rennes;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Bath;;;;;1999;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Groove Terminator;;;30/11/2000;LibertÈ Haut;Rennes;;;;;;;;;;;;;;;;;Australie;;;;;;;;;;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Guru's Jazzmatazz (feat. Herbie Hancock, Angie Stone & Bilal);;;30/11/2000;LibertÈ Bas;Rennes;;;;;;;;;;;;;;;;;Etats-Unis ;;;;New-York;;;;;;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Herman Düne;;;01/12/2000;Aire Libre;Saint-Jacques-de-la-Lande;;02/12/2000;Aire Libre ;Saint-Jacques-de-la-Lande;;;;;;;;;;;;;France;;;;Paris;;;;;;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Khan & Julee Cruise;;;02/12/2000;Antipode;Rennes;;;;;;;;;;;;;;;;;Allemagne;;;;Berlin;;;;;1982;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Le Peuple de L'Herbe;;;30/11/2000;LibertÈ Haut;Rennes;;;;;;;;;;;;;;;;;France;;;;Lyon;;;;;1997;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Lefto & ID;;;02/12/2000;LibertÈ Haut;Rennes;;;;;;;;;;;;;;;;;Belgique;;;;Bruxelles;;;;;;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Leila;;;30/11/2000;LibertÈ Bas;Rennes;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;;;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Les Nubians;;;30/11/2000;LibertÈ Bas;Rennes;;;;;;;;;;;;;;;;;France;;;;Bordeaux;;;;;;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Les Ours du Scorff;;;29/11/2000;La CitÈ;Rennes;;;;;;;;;;;;;;;;;France;;;;;;;;;;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Live Human;;;02/12/2000;LibertÈ Haut;Rennes;;;;;;;;;;;;;;;;;Etats-Unis ;;;;San Francisco;;;;;1996;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Louie Austen;;;02/12/2000;Antipode;Rennes;;;;;;;;;;;;;;;;;Autriche;;;;;;;;;1960;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;LSK;;;01/12/2000;LibertÈ Haut;Rennes;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Leeds;;;;;;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;MC Paul Barman;;;02/12/2000;LibertÈ Haut;Rennes;;;;;;;;;;;;;;;;;Etats-Unis ;;;;Ridgewood;;;;;;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Menlo Park;;;02/12/2000;La CitÈ;Rennes;;;;;;;;;;;;;;;;;Etats-Unis ;;;;Los Angeles;;;;;;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Mickey 3D;;;29/11/2000;La CitÈ;Rennes;;;;;;;;;;;;;;;;;France;;;;Montbrison;;;;;1995;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Mike Ladd;;;01/12/2000;LibertÈ Bas;Rennes;;;;;;;;;;;;;;;;;Etats-Unis;;;;New-York;;;;;;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;MJ's;;;01/12/2000;Village;Rennes;;;;;;;;;;;;;;;;;France ;;;;Rennes;;;;;1999;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Morgan;;;01/12/2000;LibertÈ Haut;Rennes;;;;;;;;;;;;;;;;;Royaume-Uni;;;;;;;;;;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Mr. & Mrs Cameron;;;01/12/2000;LibertÈ Bas;Rennes;;;;;;;;;;;;;;;;;Pays-Bas;;;;;;;;;;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Mungal;;;30/11/2000;LibertÈ Bas;Rennes;;;;;;;;;;;;;;;;;Trinidad & Tobago;;;;TrinitÈ;;;;;1952;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Norman Spinrad & Richard Pinhas;;;02/12/2000;Antipode;Rennes;;;;;;;;;;;;;;;;;Etats-Unis;France;;;New-York;Paris;;;;;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;ÔbrÈe Alie;;;30/11/2000;Village;Rennes;;;;;;;;;;;;;;;;;France;;;;;;;;;1999;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Olaf Hund;;Quartiers en Trans;30/11/2000;Villejean;Rennes;;;;;;;;;;;;;;;;;France;Allemagne;;;Paris;Berlin;;;;;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Osmose;;Danse Hip-Hop;02/12/2000;Le Triangle;Rennes;;;;;;;;;;;;;;;;;France;;;;Angers;;;;;;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Ou@rz@z@te System;;;29/11/2000;Village;Rennes;;;;;;;;;;;;;;;;;France ;;;;Rennes;;;;;1999;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Pat Panik & La Rayure;;;02/12/2000;Village;Rennes;;;;;;;;;;;;;;;;;France ;;;;Rennes;;;;;;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Paul Mac Cartn'Paul;;;30/11/2000;Village;Rennes;;;;;;;;;;;;;;;;;France ;;;;Rennes;;;;;1993;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;People Under The Stairs;;;02/12/2000;LibertÈ Haut;Rennes;;;;;;;;;;;;;;;;;Etats-Unis ;;;;San Francisco;;;;;1997;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Percubaba;;;30/11/2000;LibertÈ Bas;Rennes;;;;;;;;;;;;;;;;;France;;;;;;;;;1997;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Photek;;;30/11/2000;LibertÈ Haut;Rennes;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Ipswich;;;;;1990;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Plastilina Mosh;;;30/11/2000;LibertÈ Haut;Rennes;;;;;;;;;;;;;;;;;Mexique;;;;Monterrey;;;;;1996;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Rezerv;;;29/11/2000;La CitÈ;Rennes;;;;;;;;;;;;;;;;;France;;;;RÈpublique Dominicaine;;;;;1997;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Robert Le Magnifique;;;29/11/2000;Village;Rennes;;01/12/2000;LibertÈ Haut;Rennes;;;;;;;;;;;;;France ;;;;Rennes;;;;;;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Salmonella Dub;;;30/11/2000;LibertÈ Haut;Rennes;;;;;;;;;;;;;;;;;Nouvelle-ZÈlande;;;;;;;;;1993;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Saul Williams;;;01/12/2000;LibertÈ Haut;Rennes;;;;;;;;;;;;;;;;;Etats-Unis ;;;;New-York;;;;;;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Señor Coconut;;;01/12/2000;LibertÈ Bas;Rennes;;;;;;;;;;;;;;;;;Allemagne;Chili;;;;;;;;;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Shane Cough;;;29/11/2000;Village;Rennes;;;;;;;;;;;;;;;;;France ;;;;Rennes;;;;;;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Simian;;;01/12/2000;LibertÈ Haut;Rennes;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;;;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Spontus;;;02/12/2000;Village;Rennes;;;;;;;;;;;;;;;;;France;;;;Lannion;;;;;1996;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Sugarman 3;;;30/11/2000;LibertÈ Haut;Rennes;;;;;;;;;;;;;;;;;Etats-Unis ;;;;New-York;;;;;1996;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Suzujia;;;30/11/2000;Village;Rennes;;;;;;;;;;;;;;;;;France;;;;Dinan;;;;;1996;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;The (international) Noise Conspiracy;;;02/12/2000;La CitÈ;Rennes;;;;;;;;;;;;;;;;;Suède;;;;;;;;;1998;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;The Nextmen;;;02/12/2000;LibertÈ Haut;Rennes;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;;;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Thievery Corporation;;;01/12/2000;LibertÈ Bas;Rennes;;;;;;;;;;;;;;;;;Etats-Unis ;;;;Washington DC;;;;;1995;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;"Tim ""Love"" Lee";;;01/12/2000;LibertÈ Haut;Rennes;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;;;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Tom Mc Rae;;;29/11/2000;Aire Libre;Saint-Jacques-de-la-Lande;;30/11/2000;Aire Libre ;Saint-Jacques-de-la-Lande;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;;;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Tonino Carotone;;;01/12/2000;LibertÈ Bas;Rennes;;;;;;;;;;;;;;;;;Espagne;;;;;;;;;;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Toups Bebey & Pact;;;01/12/2000;Antipode;Rennes;;;;;;;;;;;;;;;;;Cameroun;;;;;;;;;;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;TTC;;;02/12/2000;LibertÈ Haut;Rennes;;;;;;;;;;;;;;;;;France;;;;Paris;;;;;1999;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Yat-Kha;;;01/12/2000;Antipode;Rennes;;;;;;;;;;;;;;;;;RÈpublique de Tuva;;;;;;;;;1991;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Zeljko Kerleta & The Space Runners;;;02/12/2000;Antipode;Rennes;;;;;;;;;;;;;;;;;Serbie;;;;Belgrade;;;;;;;;;;;
2000;22èmes Rencontres Trans Musicales de Rennes;Zero 7;;;01/12/2000;La CitÈ;Rennes;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;;1999;;;;;;
1999;21èmes Rencontres Trans Musicales de Rennes;A;;Quartiers en Trans;02/12/1999;Villejean;Rennes;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Suffolk;;;;;1995;;;;;;
1999;21èmes Rencontres Trans Musicales de Rennes;A.D.O.R.;;;04/12/1999;LibertÈ Haut;Rennes;;;;;;;;;;;;;;;;;Etats-Unis;;;;Mount Vernon;;;;;1992;;;;;;
1999;21èmes Rencontres Trans Musicales de Rennes;Añjel I.K.;;;02/12/1999;LibertÈ Bas;Rennes;;;;;;;;;;;;;;;;;France;;;;;;;;;1998;;;;;;
1999;21èmes Rencontres Trans Musicales de Rennes;April March;;;04/12/1999;Antipode;Rennes;;;;;;;;;;;;;;;;;Etats-Unis ;;;;New-York;;;;;1994;;;;;;
1999;21èmes Rencontres Trans Musicales de Rennes;Arling & Cameron;;;04/12/1999;Antipode;Rennes;;;;;;;;;;;;;;;;;Pays-Bas;Allemagne;;;Berlin;;;;;1994;;;;;;
1999;21èmes Rencontres Trans Musicales de Rennes;Au Milieu Des Choses;;;01/12/1999;Village;Rennes;;02/12/1999;Village;Rennes;;03/12/1999;Village;Rennes;;04/12/1999;;;;;;;France;;;;;;;;;;;;;;;
1999;21èmes Rencontres Trans Musicales de Rennes;Badly Drawn Boy;;;04/12/1999;Antipode;Rennes;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Manchester;;;;;1995;;;;;;
1999;21èmes Rencontres Trans Musicales de Rennes;Blink 182;;Quartiers en Trans;02/12/1999;Villejean;Rennes;;;;;;;;;;;;;;;;;Etats-Unis ;;;;Sacramento;;;;;1992;;;;;;
1999;21èmes Rencontres Trans Musicales de Rennes;Brassy;;;02/12/1999;LibertÈ Haut;Rennes;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Manchester;;;;;;;;;;;
1999;21èmes Rencontres Trans Musicales de Rennes;Campag Velocet;;Quartiers en Trans;02/12/1999;Villejean;Rennes;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;;;;;;;;
1999;21èmes Rencontres Trans Musicales de Rennes;Charged feat. Bill Laswell, Eraldo Bernocchi, Toshinori Kondo;;;04/12/1999;La CitÈ;Rennes;;;;;;;;;;;;;;;;;Italie;Japon;Etats-Unis;;;;;;;1999;;;;;;
1999;21èmes Rencontres Trans Musicales de Rennes;Cinematic Orchestra;;;03/12/1999;LibertÈ Haut;Rennes;;;;;;;;;;;;;;;;;Royaume-Uni;;;;;;;;;1998;;;;;;
1999;21èmes Rencontres Trans Musicales de Rennes;Coldcut;;;04/12/1999;LibertÈ Bas;Rennes;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Londres;;;;;1986;;;;;;
1999;21èmes Rencontres Trans Musicales de Rennes;Crazy Town;;Quartiers en Trans;02/12/1999;Villejean;Rennes;;;;;;;;;;;;;;;;;Etats-Unis ;;;;Los Angeles;;;;;1995;;;;;;
1999;21èmes Rencontres Trans Musicales de Rennes;Danyel Waro;;;03/12/1999;LibertÈ Bas;Rennes;;;;;;;;;;;;;;;;;France;;;;RÈunion;;;;;1975;;;;;;
1999;21èmes Rencontres Trans Musicales de Rennes;Deep Dish;;;04/12/1999;LibertÈ Bas;Rennes;;;;;;;;;;;;;;;;;Etats-Unis ;;;;Washington DC;;;;;1992;;;;;;
1999;21èmes Rencontres Trans Musicales de Rennes;Def Cut;;;04/12/1999;LibertÈ Haut;Rennes;;;;;;;;;;;;;;;;;Suisse;;;;;;;;;;;;;;;
1999;21èmes Rencontres Trans Musicales de Rennes;Demolition Doll Rods;;;02/12/1999;LibertÈ Haut;Rennes;;;;;;;;;;;;;;;;;Etats-Unis ;;;;Detroit;;;;;1994;;;;;;
1999;21èmes Rencontres Trans Musicales de Rennes;DJ Morpheus;;;03/12/1999;LibertÈ Haut;Rennes;;;;;;;;;;;;;;;;;Belgique;;;;;;;;;1994;;;;;;
1999;21èmes Rencontres Trans Musicales de Rennes;DJ Netik;;;04/12/1999;LibertÈ Haut;Rennes;;;;;;;;;;;;;;;;;France ;;;;Rennes;;;;;;;;;;;
1999;21èmes Rencontres Trans Musicales de Rennes;DJ Neva;;;03/12/1999;Antipode;Rennes;;;;;;;;;;;;;;;;;France ;;;;Rennes;;;;;;;;;;;
1999;21èmes Rencontres Trans Musicales de Rennes;DJ Scissorkicks;;;04/12/1999;LibertÈ Bas;Rennes;;;;;;;;;;;;;;;;;Royaume-Uni;;;;Buckinghamshire;;;;;;;;;;;
1999;21èmes Rencontres Trans Musicales de Rennes;DJ Wave;;;02/12/1999;LibertÈ Haut;Rennes;;;;;;;;;;;;;;;;;Etats-Unis;;;;;;;;;1993;;;;;;
1999;21èmes Rencontres Trans Musicales de Rennes;DJ Yoshinori Sunahara;;;02/12/1999;LibertÈ Haut;Rennes;;;;;;;;;;;;;;;;;Japon;;;;;;;;;1995;;;;;;
1999;21èmes Rencontres Trans Musicales de Rennes;Elektrotwist;;;03/12/1999;Antipode;Rennes;;;;;;;;;;;;;;;;;Allemagne;;;;;;;;;;;;;;;
1999;21èmes Rencontres Trans Musicales de Rennes;Étant DonnÈs & Thee Majesty;;;04/12/1999;La CitÈ;Rennes;;;;;;;;;;;;;;;;;France;;;;;;;;;1980;;;;;;
1999;21èmes Rencontres Trans Musicales de Rennes;Emir Kusturica & The No Smoking Orchestra;;;02/12/1999;LibertÈ Bas;Rennes;;;;;;;;;;;;;;;;;Serbie;;;;;;;;;1998;;;;;;
